구별,위반일자,위반시간,위반장소,위반내용
완산구,2022-08-12,,오성은하아파트 내,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-08-12,,서곡로 54-11 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-08-12,,효자동3가 1466-3 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-08-10,13:36:00,평화동1가 601-4 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-08-10,18:04:00,"덕진구 견훤로 515, 호성네거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-10,18:54:00,서신동 760-37 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-08-10,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-10,,완산구 삼천동1가 703-5,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-08-09,13:26:00,덕진구 전미동1가 208-12 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-08-09,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-08,19:24:00,인봉북로 30-3 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-08-08,,"덕진구 모래내6길 35, 전일중학교 부근",운반장비(차량 등) 이용 폐기물 투기
완산구,2022-08-07,10:53:00,서신동 884 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-07,,인봉2길16 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-08-07,,인봉북로 30-3 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-08-05,18:22:00,인봉2길 27-49 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-08-05,,완산구 서신동 960-3 앞 도로,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-08-04,,덕진구 가리내로 536 천일강변아파트 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-08-04,,덕진구 팔복동3가 411 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-03,05:43:00,백제대로 42 부근,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-08-03,08:02:00,"덕진구 견훤로 336, 북일초등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-08-03,,"덕진구 백제대로 563, 전북은행 본점 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-03,,신촌2길 26-15 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-08-03,,서신동 987 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-02,10:34:00,풍남동1가 13-4 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-02,17:26:00,삼천동1가 327-4 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-08-02,,"덕진구 견훤로 368, 대자인병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-08-01,09:39:00,인봉2길26 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-08-01,14:39:00,덕적골2길 22 평화주공1단지,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-08-01,,덕진구 송천동2가 461-1,쓰레기 무단투기
완산구,2022-08-01,,안터6길 9 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-31,,"덕진구 혁신로 668, 여의영무예다음 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-31,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-29,07:50:00,"덕진구 기지로 221, LH퍼스트리움아파트 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-29,16:05:00,평화8길 16-37 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-29,17:25:00,"덕진구 기린대로 418, 전북일보사 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-29,,"덕진구 권삼득로 277, 전북대 신정문 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-28,16:34:00,효자동3가 1861 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-27,,효자동1가 649 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-26,07:54:00,"덕진구 동부대로 764, 호성네거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-25,,덕진구 진북동 834-81,쓰레기 무단투기
덕진구,2022-07-25,,덕진구 덕진동1가 1401-38,쓰레기 무단투기
덕진구,2022-07-25,,덕진구 고랑동 1150 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-24,,덕진구 반룡로 151 부근,대형폐기물 투기(20)
완산구,2022-07-22,,평화동1가 760 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-22,,다가동3가 129 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-21,08:05:00,서신동 957-8 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-21,18:01:00,효자동2가 874-25 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-21,,"덕진구 기린대로 972, 여의동제일아파트 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-20,17:03:00,효자동1가 518-62 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-20,18:04:00,"덕진구 기린대로 418, 전북일보사 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-20,,덕진구 추천1길 23 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-19,,"덕진구 콩쥐팥쥐로 1515, 농수산대학 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-19,,덕진구 전주천동로 463 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-18,,덕진구 덕진동2가 670-1,쓰레기 무단투기
완산구,2022-07-18,,완산구 메너머3길 29-6 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-17,11:43:00,완산구 온고을로 62 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-17,13:55:00,"덕진구 온고을로 271, 덕진경찰서 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-17,14:40:00,남노송동 771-3 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-15,15:55:00,삼천동1가 760 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-15,,덕진구 팔복로 220 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-15,,완산구 삼천동1가 703-5,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-15,,서신동 976 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-14,12:22:00,동서학동 267-8 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-14,16:56:00,완산구 용머리로 56 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-14,18:16:00,"덕진구 농생명로 300, 농촌진흥청 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-14,,덕진구 호성동3가 944-18 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-14,,효자동2가 1124 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-13,17:53:00,덕진구 원동 173-6 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-13,18:15:00,"덕진구 정여립로 1108, JTV전주방송 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-12,08:39:00,효자동1가 649 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-12,,"덕진구 편운로 54-68, 우신동산아파트",대형폐기물 투기(16)
덕진구,2022-07-12,,"덕진구 동부대로 680, 전주역 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-12,,완산구 삼천동1가 703-5,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-12,,효자동3가 1778 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-11,10:10:00,용머리로 20 효자현대@,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-11,18:14:00,"덕진구 건산로 128, 인후육거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-11,18:28:00,"덕진구 동부대로 869, 호성동주민센터 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-11,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-09,11:03:00,"덕진구 송천중앙로 91, 롯데마트맥스 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-09,12:26:00,신촌3길 18 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-08,11:42:00,서서학동 225-2 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-08,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-07,10:21:00,서신동 산 13-4 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-07,,"덕진구 명륜4길 23, 전북대구정문 부근",간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-07,,덕진구 금암3길 40 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-07,,덕진구 건지4길 13-9 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-07,,봉곡2길 7-5 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-06,18:13:00,"덕진구 온고을로 365, 만석화물자동차 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-06,,선너머로 36-6 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-06,,선너머로 36-6 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-06,,선너머로 36-6 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-06,,신촌2길 26-15 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-06,,신촌2길 26-15 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-07-06,,효자동1가 649 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-06,,효자동3가 1486 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-05,07:25:00,완산구 봉곡3길 31-8 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-07-05,07:30:00,"덕진구 과학로 65, 에코시티 세병공원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-05,18:38:00,효자동2가 1234-3 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-05,19:01:00,효천천변길 24 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-04,07:32:00,색장동 480-2 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-04,07:33:00,효자동3가 1861 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-03,15:21:00,덕진구 조경단로 258 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-03,18:20:00,"덕진구 안덕원로 151, 모래내시장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-03,18:20:00,"덕진구 안덕원로 151, 모래내시장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-07-02,09:21:00,"덕진구 백제대로 771, 홈플러스 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-01,11:23:00,완산구 전주천동로 296 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-07-01,,중화산동2가 269-5 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-30,08:10:00,"덕진구 기린대로 1056, 호남제일문 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-30,15:18:00,인봉3길 30-12 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-30,17:50:00,완산구 천잠로 303 전주대 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-30,19:00:00,완산구 거마평로 162 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-30,21:38:00,서신동 884 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-30,,덕진구 가재미4길 13 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-30,,덕진구 들사평3길 7 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-30,,덕진구 신복3길 15 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-30,,덕진구 도당산로 38 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-29,17:44:00,"덕진구 콩쥐팥쥐로 1515, 농수산대학 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-29,,평화동1가 760 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-28,07:58:00,완산구 효자로 28-39 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-28,08:51:00,효자동2가 1285 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-28,09:51:00,효자동2가 1267 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-28,17:21:00,"덕진구 콩쥐팥쥐로 1515, 농수산대학 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-28,17:56:00,삼천동2가 286-5 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-27,08:15:00,완산구 천잠로 303 전주대 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-27,17:42:00,"덕진구 기린대로 592, 추천대교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-27,,"덕진구 정언신로 70, 인후초등학교 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-25,17:18:00,"덕진구 과학로 1, 송천역네거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-24,10:13:00,"덕진구 추탄로 26, 하가제일오투그란데 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-24,17:17:00,효자동2가 1123 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-24,18:12:00,"덕진구 온고을로 441, 지식산업센터 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-24,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-24,,효자동3가 1781 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-23,09:14:00,평화동2가 926 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-22,,어은로 37-17 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-22,,어은로 37-17 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-22,,하거마2길 37 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-22,,효자동2가 1267 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-21,07:51:00,"덕진구 백제대로 484, 전주종합경기장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-21,12:16:00,중화산동2가 788 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-21,18:48:00,용복동 산 108-1 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-21,,효자동2가 1134-1 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-20,,백제대로 165-16 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-19,13:45:00,효자동1가 699 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-19,14:45:00,무삼지로 7 인봉초교 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-19,,서신동 878 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-18,11:22:00,색장동 887-1 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-18,18:17:00,서신동 884 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-18,,"덕진구 안덕원로 381, 고려병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-16,08:40:00,효자동3가 1861 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-16,,덕진구 신복1길 32 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-16,,"덕진구 동부대로 1562, 고량명성아파트 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-15,15:23:00,"덕진구 백제대로 566, 전북은행 본점 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-15,15:41:00,"덕진구 기린대로 516, 파크볼링센타 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-15,18:14:00,"덕진구 온고을로 325, 팔복동 감천사 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-15,,"덕진구 동부대로 844, 서림가스충전소",대형폐기물 투기(20)
완산구,2022-06-15,,완산구 하거마2길 37 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-15,,완산구 하거마2길 37 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-14,08:47:00,"덕진구 권삼득로 120, 모래내시장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-14,,"덕진구 온고을로 377, JTV전주방송 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-14,,서신동 738-127 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-13,08:06:00,효자동3가 1778 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-13,17:09:00,효자동3가 1765 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-13,18:14:00,"덕진구 콩쥐팥쥐로 1515, 농수산대학 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-13,,완산구 전룡4길 15 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-12,19:20:00,서신동 660-11 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-11,13:50:00,완산구 세내로 538 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-10,16:24:00,"덕진구 백제대로 681-1, 전북대병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-10,16:24:00,"덕진구 백제대로 681-1, 전북대병원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-09,14:41:00,"덕진구 온고을로 355, 전주한지박물관 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-09,15:53:00,온고을로 2 롯데백화점 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-09,,백마산길 69-1,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-09,,삼천동1가 656-9,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-09,,하거마2길 8,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-09,,솟대1길 17 삼천육교,운반장비(차량 등) 이용 폐기물 투기
덕진구,2022-06-08,11:11:00,"덕진구 백제대로 502, 전주종합경기장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-08,13:07:00,"덕진구 온고을로 441, JTV전주방송 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-08,15:11:00,중화산동2가 676 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-08,17:15:00,"덕진구 삼례로 20, 동산광장교차로 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-08,18:06:00,완산구 쑥고개로 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-08,18:41:00,"덕진구 도강길 109-46, 농업회사법인 부공 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-08,,인후동1가 162-2 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-07,,덕진구 가리내6길 6-10 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-07,,덕진동2가 666-14 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-06,,따박골9길 33 거성화산@,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-04,12:42:00,서완산동1가 502-1 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-04,,신촌2길 18 화산신동아@ 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-04,,삼천동1가 763 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-03,,"덕진구 정여립로 988, 워시랜드혁신점",간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-06-02,08:27:00,완산구 서곡5길 22-5 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-02,15:29:00,"덕진구 온고을로 753, 전주월드컵경기장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-02,16:58:00,"덕진구 송천중앙로 33, 전라북도립국악원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-06-02,,덕진구 팔복4길 13 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-02,,덕진구 동가재미1길 5 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-06-02,,"덕진구 두간11길 3-22, 송천2동주민센터 부근",대형폐기물 투기(20)
덕진구,2022-06-01,18:26:00,"덕진구 오공로 33, 전북삼락로컬마켓 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-06-01,,중화산동2가 485-131,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-05-31,14:33:00,"덕진구 아중로 166, 아중마을제일2차 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-31,17:50:00,"덕진구 초포로 275, 고당네거리 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-29,,덕진구 진북동 834-81 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-05-29,,덕진구 진북동 834-81,쓰레기 무단투기
완산구,2022-05-29,,효자동1가 382-2 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-27,08:48:00,"덕진구 온고을로 258, 아름다운컨벤션웨딩 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-27,,"덕진구 용소로 106, 성원무지개아파트",간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-05-27,,효자동2가 70 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-26,06:39:00,효자동3가 1138-5 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-26,07:35:00,완산구 백마산길 6 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-26,,덕진구 진버들1길 12 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-05-26,,덕진구 거북바우로 45 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-05-26,,"덕진구 기린대로 496, 덕진광장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-26,,문화3길 14-3 부근 노송공원,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-05-26,,장승배기3길 7-2,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-05-25,15:26:00,"덕진구 만성로 118, 전주지방법원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-25,,중화산동2가 736-11 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-05-25,,중화산동2가 213-2,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-05-24,07:36:00,완산구 효자로 2 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-24,15:00:00,석산마을길 1 부근,운반장비(차량 등) 이용 폐기물 투기
완산구,2022-05-24,18:02:00,평화동2가 919,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-24,,구룡2길 26 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-05-24,,새터로 31 부근,간이보관기구(비닐봉지) 이용 폐기물 투기
덕진구,2022-05-23,,덕진구 진북동 834-81,쓰레기 무단투기
덕진구,2022-05-23,,덕진구 진북동 834-81,쓰레기 무단투기
덕진구,2022-05-20,09:26:00,"덕진구 아중로 123, 홍앤채정형외과의원 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-20,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-20,,삼천동1가 695-1,간이보관기구(비닐봉지) 이용 폐기물 투기
완산구,2022-05-19,16:00:00,서신동 865 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-19,18:06:00,덕진구 팔복동3가 411 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-19,,"덕진구 가리내로 5, 금암광장 부근",휴대하고 있는 폐기물(담배꽁초 등) 투기
덕진구,2022-05-18,,"덕진구 정여립로 988, 워시랜드혁신점",휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-17,08:20:00,효자동3가 1778 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
완산구,2022-05-17,08:38:00,효자동3가 1408-9 부근,휴대하고 있는 폐기물(담배꽁초 등) 투기
